Ciudad,Provincia,Producto_Regional,Producción_Toneladas,Índice_Industrialización
Cabanilla,Lampa,Miel,2262,9.4
Saman,Azángaro,Maíz,29639,3.4
Arapa,Azángaro,Kañiwa,7830,8.7
Muñani,Azángaro,Maíz,8929,3.1
Azángaro,Azángaro,Fresa,339,8.1
Capachica,Puno,Kañiwa,1513,4.5
Yunguyo,Yunguyo,Miel,2047,9.7
Macusani,Carabaya,Carne de llama,2288,4.0
Huata,Puno,Ajo,1707,7.2
Ananea,San Antonio de Putina,Cebolla,11210,9.0
Palca,Lampa,Lácteos,4660,8.2
Yunguyo,Yunguyo,Oca,7875,1.9
Ayaviri,Melgar,Cebada,23882,3.6
Lampa,Lampa,Cacao,6904,8.1
Ayaviri,Melgar,Carne de llama,4724,3.3
Quilcapuncu,San Antonio de Putina,Cebada,14050,8.6
Copani,Yunguyo,Trucha,3985,2.3
Lampa,Lampa,Fresa,3958,8.3
Conima,Moho,Tuna,1851,3.5
Lampa,Lampa,Olluco,6671,4.6
Taraco,Huancané,Maíz,20738,6.2
Mañazo,Puno,Trucha,6177,6.3
Macusani,Carabaya,Oca,6128,3.1
Ayaviri,Melgar,Trigo,21828,3.9
Achaya,Azángaro,Trucha,5473,8.5
Pomata,Chucuito,Cacao,5033,8.2
Chucuito,Puno,Maíz,28873,8.8
Macusani,Carabaya,Miel,551,5.3
Ananea,San Antonio de Putina,Papa,47983,3.9
Phara,Sandia,Carne de alpaca,2566,5.0
Conima,Moho,Ajo,4216,8.8
Unicachi,Yunguyo,Carne de alpaca,1233,4.8
Ananea,San Antonio de Putina,Cebolla,3287,3.2
Arapa,Azángaro,Fresa,2473,2.6
Ayaviri,Melgar,Trigo,15968,8.0
Copani,Yunguyo,Cebolla,9812,2.8
Antauta,Melgar,Cebolla,7284,7.1
Pucará,Lampa,Carne de llama,1227,5.1
Crucero,Carabaya,Ajo,4158,8.3
San Gabán,Carabaya,Trigo,14995,3.7
San Antonio,Puno,Tarwi,8506,7.7
Mañazo,Puno,Cebada,9922,2.9
Vilque,Puno,Lácteos,3420,3.1
Macusani,Carabaya,Tuna,2457,6.3
Sandia,Sandia,Lácteos,7446,6.4
Yanahuaya,Sandia,Olluco,2394,2.0
Vilquechico,Huancané,Carne de alpaca,1197,9.1
Phara,Sandia,Oca,9358,2.5
Quilcapuncu,San Antonio de Putina,Tuna,2367,7.8
Macusani,Carabaya,Trigo,6554,9.5
Puno,Puno,Miel,669,2.2
Taraco,Huancané,Tarwi,3177,5.3
Pedro Vilca Apaza,San Antonio de Putina,Maca,4893,8.1
Ayaviri,Melgar,Tuna,1610,8.4
Ananea,San Antonio de Putina,Trigo,19659,1.8
Crucero,Carabaya,Kañiwa,2638,3.0
Azángaro,Azángaro,Kiwicha,3781,5.4
Macusani,Carabaya,Cebolla,9289,8.9
Ananea,San Antonio de Putina,Carne de alpaca,4563,6.7
Vilque,Puno,Café,5342,9.1
Tilali,Moho,Café,11182,5.1
Santa Rosa,El Collao,Cebada,2564,3.3
Copani,Yunguyo,Cacao,8217,9.2
Mañazo,Puno,Café,11802,1.8
Chucuito,Puno,Carne de alpaca,3974,4.5
Unicachi,Yunguyo,Maíz,17031,7.8
Achaya,Azángaro,Lácteos,10103,1.6
Ayaviri,Melgar,Ajo,1762,4.7
Yanahuaya,Sandia,Miel,220,6.0
Asillo,Azángaro,Miel,720,9.3
Chucuito,Puno,Cebada,19716,1.9
Copani,Yunguyo,Trucha,7373,2.2
Muñani,Azángaro,Lácteos,3462,9.5
Acora,Puno,Tuna,3430,3.5
Desaguadero,Chucuito,Kiwicha,5289,8.7
Juli,Chucuito,Fresa,499,8.5
Huacullani,Chucuito,Quinua,13354,6.0
Crucero,Carabaya,Kañiwa,7958,9.5
Sandia,Sandia,Tuna,1174,9.5
Pucará,Lampa,Trigo,23992,9.0
Huancané,Huancané,Olluco,7738,6.5
Mañazo,Puno,Ajo,3560,5.1
Mañazo,Puno,Olluco,4437,4.1
Yanahuaya,Sandia,Fresa,1003,7.3
Tilali,Moho,Kañiwa,5035,4.4
Coata,Puno,Cacao,2903,6.9
Asillo,Azángaro,Quinua,6731,8.0
Sandia,Sandia,Cebolla,11942,1.8
Pedro Vilca Apaza,San Antonio de Putina,Oca,5742,8.4
Huacullani,Chucuito,Maca,3429,3.0
Ilave,El Collao,Maíz,21196,3.8
Orurillo,Melgar,Quinua,8829,4.2
Palca,Lampa,Cacao,5843,3.2
Tilali,Moho,Quinua,15428,4.4
Tilali,Moho,Maíz,27156,7.1
Capaso,El Collao,Café,4744,6.9
Antauta,Melgar,Kiwicha,3120,5.0
Tiquillaca,Puno,Kiwicha,1619,3.9
Huata,Puno,Tuna,1562,8.9
Yunguyo,Yunguyo,Maca,4787,2.7
Huata,Puno,Cacao,3690,8.4
Coata,Puno,Lácteos,11615,3.7
Saman,Azángaro,Tarwi,4237,2.0
Pucará,Lampa,Ajo,5714,9.1
Acora,Puno,Cacao,8845,4.6
Mañazo,Puno,Cebada,15026,9.4
Capachica,Puno,Cebada,4776,3.4
Vilque,Puno,Carne de llama,617,6.4
San Antonio,Puno,Café,1693,4.8
San Gabán,Carabaya,Cebolla,4969,8.9
Desaguadero,Chucuito,Cacao,4554,8.6
Pedro Vilca Apaza,San Antonio de Putina,Cebada,10388,3.8
Lampa,Lampa,Lácteos,11851,3.3
Achaya,Azángaro,Café,8350,4.6
Pilcuyo,El Collao,Miel,1371,6.0
Orurillo,Melgar,Olluco,6526,7.7
Macusani,Carabaya,Trigo,9321,9.2
Azángaro,Azángaro,Cebada,14510,8.1
Achaya,Azángaro,Tarwi,6672,3.0
Yanahuaya,Sandia,Ajo,585,8.1
Moho,Moho,Cebada,13844,2.3
Palca,Lampa,Maca,1694,4.1
San Juan del Oro,Sandia,Maca,4559,2.0
Puno,Puno,Kañiwa,6909,2.2
Phara,Sandia,Kiwicha,6478,3.3
Antauta,Melgar,Maca,4034,2.8
San Gabán,Carabaya,Tuna,3662,7.9
Tiquillaca,Puno,Oca,2282,5.3
Azángaro,Azángaro,Quinua,3169,4.9
Lampa,Lampa,Cacao,1460,2.4
Vilque,Puno,Carne de alpaca,3111,2.5
Tiquillaca,Puno,Ajo,1188,8.3
Phara,Sandia,Olluco,4913,2.1
Cabanilla,Lampa,Fresa,446,5.2
Tiquillaca,Puno,Quinua,17653,5.2
San Juan del Oro,Sandia,Olluco,4209,1.7
Orurillo,Melgar,Kañiwa,7002,7.9
Juli,Chucuito,Trigo,4473,2.7
Azángaro,Azángaro,Trigo,5751,2.7
Desaguadero,Chucuito,Tuna,4846,8.3
Asillo,Azángaro,Papa,30524,7.1
Moho,Moho,Carne de alpaca,1375,3.5
Lampa,Lampa,Olluco,5046,7.8
Huata,Puno,Carne de llama,2203,7.5
Ananea,San Antonio de Putina,Café,8362,3.3
Arapa,Azángaro,Cacao,7015,8.0
Nuñoa,Melgar,Trucha,3374,6.3
San Antonio,Puno,Maca,4571,8.4
Moho,Moho,Tarwi,7552,5.3
Lampa,Lampa,Cacao,3294,4.7
Quilcapuncu,San Antonio de Putina,Cebada,20139,2.8
Desaguadero,Chucuito,Trigo,7168,7.4
Orurillo,Melgar,Papa,25649,7.9
Ollachea,Carabaya,Maca,2116,8.5
Crucero,Carabaya,Miel,501,3.0
Ollachea,Carabaya,Tuna,2840,3.5
Taraco,Huancané,Trucha,7886,4.4
Sandia,Sandia,Carne de llama,1140,6.2
Ayaviri,Melgar,Carne de alpaca,1944,7.0
San Juan del Oro,Sandia,Papa,27752,5.2
Putina,San Antonio de Putina,Cebada,23178,3.9
Unicachi,Yunguyo,Maca,6398,1.6
Nuñoa,Melgar,Kiwicha,5218,5.2
Ayaviri,Melgar,Cacao,7396,8.2
Desaguadero,Chucuito,Carne de alpaca,1491,8.2
Huacullani,Chucuito,Olluco,4671,8.5
Moho,Moho,Tarwi,5362,9.4
Muñani,Azángaro,Olluco,3105,4.6
Lampa,Lampa,Olluco,4436,8.4
Ilave,El Collao,Carne de alpaca,937,4.0
Ilave,El Collao,Fresa,359,7.4
Juliaca,San Román,Trigo,8608,7.8
Mañazo,Puno,Tarwi,8242,8.1
Coata,Puno,Kañiwa,1667,3.4
Pilcuyo,El Collao,Maca,2963,7.4
Ilave,El Collao,Carne de alpaca,4467,2.7
Achaya,Azángaro,Trigo,9437,5.9
Mañazo,Puno,Café,6572,4.7
Pedro Vilca Apaza,San Antonio de Putina,Oca,2109,1.4
Yanahuaya,Sandia,Kiwicha,2362,5.3
Phara,Sandia,Maca,6255,9.0
Quilcapuncu,San Antonio de Putina,Carne de llama,3462,3.4
Quilcapuncu,San Antonio de Putina,Kañiwa,7052,6.1
Pichacani,Puno,Cebolla,7772,3.5
Putina,San Antonio de Putina,Papa,48582,3.5
Ananea,San Antonio de Putina,Miel,1354,6.7
Yunguyo,Yunguyo,Café,5343,4.3
Quilcapuncu,San Antonio de Putina,Trucha,4439,5.5
Huata,Puno,Tarwi,9763,8.6
Juli,Chucuito,Quinua,13831,2.7
Coata,Puno,Quinua,19468,2.7
Moho,Moho,Maca,6806,2.4
Crucero,Carabaya,Lácteos,11346,9.6
Capachica,Puno,Cebada,20951,1.6
Juli,Chucuito,Quinua,4117,3.9
Tilali,Moho,Olluco,7534,8.3
Nuñoa,Melgar,Maca,996,7.3
Arapa,Azángaro,Ajo,4088,3.4
Juliaca,San Román,Carne de alpaca,4977,6.3
San Juan del Oro,Sandia,Trucha,7623,4.5
Putina,San Antonio de Putina,Kañiwa,2210,5.1
Asillo,Azángaro,Tarwi,3282,4.7
Sandia,Sandia,Cacao,5735,9.1
Taraco,Huancané,Miel,477,6.4
Achaya,Azángaro,Café,3663,5.6
Tilali,Moho,Kañiwa,2021,7.3
Azángaro,Azángaro,Papa,27491,1.5
Juliaca,San Román,Tuna,4486,1.9
Pomata,Chucuito,Cacao,6711,9.5
Juli,Chucuito,Cacao,6939,8.3
Puno,Puno,Fresa,3531,5.0
San Antón,Azángaro,Oca,8556,8.6
San Juan del Oro,Sandia,Cebada,3147,7.7
Muñani,Azángaro,Ajo,5868,4.3
Ayaviri,Melgar,Kañiwa,7571,4.1
Vilquechico,Huancané,Tuna,3231,3.1
Nuñoa,Melgar,Trucha,4850,3.8
Conima,Moho,Kañiwa,1579,3.4
Saman,Azángaro,Kiwicha,5792,4.1
Pichacani,Puno,Tarwi,9441,6.7
Pilcuyo,El Collao,Tuna,2334,9.6
Juli,Chucuito,Kiwicha,3284,3.5
Copani,Yunguyo,Fresa,3741,1.9
Acora,Puno,Kiwicha,11848,5.9
San Antón,Azángaro,Carne de llama,1227,6.6
Taraco,Huancané,Carne de llama,2434,7.8
Tilali,Moho,Trigo,12993,5.2
Unicachi,Yunguyo,Trigo,16857,6.5
Capaso,El Collao,Oca,9168,2.7
Puno,Puno,Ajo,5488,3.2
